iter	Passed	Remaining
1963	1368	25
1964	1369	24
1965	1370	23
1966	1370	22
1967	1371	22
1968	1371	21
1969	1372	20
1970	1372	20
1971	1373	19
1972	1374	18
1973	1374	18
1974	1375	17
1975	1375	16
1976	1376	16
1977	1377	15
1978	1377	14
1979	1378	13
1980	1378	13
1981	1379	12
1982	1380	11
1983	1380	11
1984	1381	10
1985	1381	9
1986	1382	9
1987	1384	8
1988	1385	7
1989	1385	6
1990	1386	6
1991	1386	5
1992	1387	4
1993	1387	4
1994	1388	3
1995	1389	2
1996	1389	2
1997	1390	1
1998	1390	0
1999	1391	0
