,,id,overload_min,overload_max,over_speed_min,over_speed_max,at_night_min,at_night_max,other_place_min,other_place_max,high_speed_dis_min,high_speed_dis_max,high_speed_time_min,high_speed_time_max,dis_avg_min,dis_avg_max,score
6070,0,1.0,1,12.0,1,5.0,10,20.0,1200,2400.0,20,30.0,120,20.0,72,84.0,35
6071,0,1.0,1,12.0,1,5.0,1,10.0,2400,4000.0,45,80.0,75,120.0,64,72.0,30
6072,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,25,35.0,56,64.0,55
6073,0,1.0,20,140.0,15,140.0,1,10.0,4000,10000.0,80,140.0,75,120.0,84,140.0,31
6074,0,1.0,0,1.0,5,15.0,10,20.0,4000,10000.0,45,80.0,75,120.0,64,72.0,44
6075,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,120,120.0,84,120.0,54
6076,0,1.0,1,12.0,1,5.0,1,10.0,1200,2400.0,20,30.0,120,120.0,84,120.0,47
6077,0,1.0,20,84.0,15,84.0,0,1.0,4000,10000.0,45,80.0,45,55.0,84,84.0,24
6078,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,72,84.0,79
6079,0,1.0,1,12.0,0,1.0,1,10.0,0,600.0,0,10.0,75,120.0,84,98.0,58
6080,0,1.0,1,12.0,5,15.0,0,1.0,1200,2400.0,10,20.0,15,25.0,64,72.0,70
6081,0,1.0,1,12.0,15,20.0,1,10.0,10000,20.0,140,20.0,25,35.0,56,64.0,16
6082,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,56,64.0,81
6083,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,0,15.0,0,56.0,90
6084,0,1.0,0,1.0,0,1.0,1,10.0,0,600.0,10,20.0,75,120.0,56,64.0,68
6085,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,72,84.0,83
6086,0,1.0,1,12.0,1,5.0,1,10.0,1200,2400.0,30,45.0,75,120.0,72,84.0,62
6087,0,1.0,20,10000.0,5,15.0,10,20.0,10000,10000.0,140,10000.0,120,10000.0,72,84.0,12
6088,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,72,84.0,46
6089,0,1.0,0,1.0,1,5.0,1,10.0,0,600.0,0,10.0,75,120.0,64,72.0,43
6090,1,10.0,0,1.0,15,140.0,1,10.0,4000,10000.0,80,140.0,15,25.0,56,64.0,29
6091,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,72,84.0,48
6092,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,75,120.0,64,72.0,42
6093,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,64,72.0,79
6094,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,56,64.0,81
6095,0,1.0,12,20.0,1,5.0,20,98.0,4000,10000.0,45,80.0,55,75.0,72,84.0,29
6096,0,1.0,20,20.0,5,15.0,1,10.0,4000,10000.0,45,80.0,45,55.0,84,20.0,41
6097,0,1.0,1,12.0,15,20.0,0,1.0,10000,20.0,140,20.0,120,20.0,72,84.0,6
6098,0,1.0,0,1.0,0,1.0,1,10.0,0,600.0,0,10.0,25,35.0,0,56.0,85
6099,0,1.0,0,1.0,1,5.0,1,10.0,2400,4000.0,30,45.0,120,15.0,64,72.0,61
6100,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,0,10.0,120,15.0,72,84.0,24
6101,0,1.0,0,1.0,1,5.0,1,10.0,600,1200.0,10,20.0,75,120.0,64,72.0,66
6102,0,1.0,0,1.0,15,20.0,0,1.0,600,1200.0,10,20.0,0,15.0,56,64.0,80
6103,0,1.0,1,12.0,5,15.0,0,1.0,4000,10000.0,45,80.0,120,10000.0,72,84.0,49
6104,0,1.0,20,10000.0,5,15.0,0,1.0,10000,10000.0,80,140.0,45,55.0,72,84.0,8
6105,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,56,64.0,89
6106,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,10,20.0,55,75.0,64,72.0,57
6107,0,1.0,1,12.0,15,120.0,0,1.0,10000,120.0,140,120.0,75,120.0,72,84.0,9
6108,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,84,120.0,68
6109,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,0,15.0,0,56.0,90
6110,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,45,55.0,64,72.0,65
6111,0,1.0,1,12.0,5,15.0,10,20.0,2400,4000.0,20,30.0,120,98.0,72,84.0,43
6112,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,72,84.0,55
6113,0,1.0,1,12.0,5,15.0,1,10.0,2400,4000.0,45,80.0,55,75.0,72,84.0,33
6114,1,10.0,0,1.0,1,5.0,1,10.0,4000,10000.0,140,20.0,25,35.0,0,56.0,28
6115,0,1.0,0,1.0,1,5.0,10,20.0,0,600.0,0,10.0,45,55.0,0,56.0,68
6116,0,1.0,0,1.0,1,5.0,0,1.0,2400,4000.0,45,80.0,25,35.0,56,64.0,64
6117,0,1.0,1,12.0,5,15.0,1,10.0,4000,10000.0,45,80.0,75,120.0,0,56.0,30
6118,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,84,20.0,77
6119,0,1.0,1,12.0,15,10000.0,20,10000.0,10000,10000.0,140,10000.0,75,120.0,72,84.0,9
6120,0,1.0,12,20.0,1,5.0,10,20.0,4000,10000.0,80,140.0,120,10000.0,72,84.0,21
6121,0,1.0,1,12.0,0,1.0,0,1.0,10000,140.0,140,140.0,45,55.0,64,72.0,19
6122,0,1.0,0,1.0,1,5.0,1,10.0,0,600.0,0,10.0,0,15.0,0,56.0,92
6123,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,35,45.0,72,84.0,76
6124,0,1.0,20,120.0,15,120.0,10,20.0,10000,120.0,140,120.0,75,120.0,72,84.0,5
6125,0,1.0,1,12.0,1,5.0,1,10.0,1200,2400.0,10,20.0,120,84.0,72,84.0,54
6126,0,1.0,0,1.0,1,5.0,0,1.0,1200,2400.0,20,30.0,25,35.0,72,84.0,84
6127,0,1.0,0,1.0,1,5.0,1,10.0,0,600.0,0,10.0,120,98.0,64,72.0,75
6128,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,45,55.0,72,84.0,84
6129,0,1.0,1,12.0,15,20.0,20,20.0,10000,20.0,140,20.0,120,20.0,64,72.0,15
6130,0,1.0,1,12.0,1,5.0,1,10.0,600,1200.0,10,20.0,35,45.0,72,84.0,67
6131,0,1.0,1,12.0,1,5.0,0,1.0,1200,2400.0,10,20.0,120,15.0,84,15.0,53
6132,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,55,75.0,72,84.0,28
6133,0,1.0,0,1.0,0,1.0,20,20.0,1200,2400.0,10,20.0,45,55.0,64,72.0,30
6134,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,25,35.0,0,56.0,81
6135,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,55,75.0,56,64.0,65
6136,0,1.0,0,1.0,5,15.0,0,1.0,1200,2400.0,80,140.0,25,35.0,0,56.0,74
6137,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,0,10.0,120,140.0,84,140.0,21
6138,0,1.0,1,12.0,0,1.0,0,1.0,600,1200.0,0,10.0,75,120.0,84,140.0,51
6139,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,75,120.0,72,84.0,70
6140,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,10,20.0,75,120.0,72,84.0,58
6141,0,1.0,0,1.0,5,15.0,10,20.0,1200,2400.0,30,45.0,75,120.0,56,64.0,78
6142,0,1.0,1,12.0,5,15.0,0,1.0,2400,4000.0,45,80.0,75,120.0,64,72.0,35
6143,0,1.0,1,12.0,1,5.0,0,1.0,1200,2400.0,45,80.0,120,98.0,64,72.0,46
6144,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,64,72.0,48
6145,0,1.0,0,1.0,5,15.0,0,1.0,600,1200.0,10,20.0,55,75.0,56,64.0,33
6146,0,1.0,0,1.0,1,5.0,1,10.0,0,600.0,0,10.0,25,35.0,0,56.0,46
6147,1,10.0,12,20.0,15,15.0,0,1.0,10000,15.0,140,15.0,55,75.0,64,72.0,8
6148,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,64,72.0,85
6149,0,1.0,0,1.0,1,5.0,0,1.0,600,1200.0,0,10.0,25,35.0,72,84.0,92
6150,0,1.0,0,1.0,15,20.0,20,20.0,10000,20.0,140,20.0,120,20.0,64,72.0,8
6151,0,1.0,20,10000.0,5,15.0,0,1.0,4000,10000.0,45,80.0,75,120.0,84,10000.0,42
6152,0,1.0,20,10000.0,5,15.0,0,1.0,10000,10000.0,140,10000.0,55,75.0,64,72.0,13
6153,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,45,55.0,56,64.0,61
6154,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,56,64.0,90
6155,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,0,56.0,79
6156,0,1.0,0,1.0,1,5.0,0,1.0,600,1200.0,10,20.0,15,25.0,64,72.0,93
6157,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,120,84.0,84,84.0,61
6158,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,55,75.0,72,84.0,79
6159,0,1.0,20,98.0,1,5.0,0,1.0,2400,4000.0,30,45.0,25,35.0,84,98.0,47
6160,0,1.0,0,1.0,5,15.0,1,10.0,2400,4000.0,45,80.0,75,120.0,64,72.0,65
6161,0,1.0,1,12.0,5,15.0,0,1.0,10000,20.0,140,20.0,75,120.0,72,84.0,9
6162,0,1.0,0,1.0,0,1.0,1,10.0,600,1200.0,20,30.0,120,20.0,0,56.0,34
6163,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,0,15.0,64,72.0,90
6164,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,75,120.0,84,15.0,44
6165,0,1.0,0,1.0,1,5.0,1,10.0,600,1200.0,10,20.0,120,20.0,0,56.0,65
6166,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,25,35.0,64,72.0,47
6167,0,1.0,0,1.0,1,5.0,0,1.0,2400,4000.0,30,45.0,75,120.0,72,84.0,68
6168,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,45,55.0,84,10000.0,63
6169,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,84,140.0,62
6170,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,25,35.0,64,72.0,84
6171,0,1.0,0,1.0,0,1.0,0,1.0,600,1200.0,10,20.0,120,120.0,72,84.0,34
6172,0,1.0,1,12.0,1,5.0,1,10.0,1200,2400.0,20,30.0,120,120.0,84,120.0,41
6173,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,35,45.0,72,84.0,80
6174,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,72,84.0,63
6175,0,1.0,1,12.0,1,5.0,0,1.0,1200,2400.0,20,30.0,75,120.0,72,84.0,61
6176,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,64,72.0,90
6177,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,45,55.0,64,72.0,46
6178,0,1.0,1,12.0,0,1.0,0,1.0,600,1200.0,0,10.0,75,120.0,84,20.0,21
6179,0,1.0,20,15.0,15,15.0,20,15.0,4000,10000.0,45,80.0,55,75.0,84,15.0,42
6180,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,64,72.0,79
6181,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,72,84.0,83
6182,0,1.0,0,1.0,0,1.0,0,1.0,600,1200.0,10,20.0,120,20.0,56,64.0,34
6183,0,1.0,0,1.0,5,15.0,0,1.0,0,600.0,0,10.0,25,35.0,56,64.0,73
6184,0,1.0,0,1.0,1,5.0,1,10.0,600,1200.0,10,20.0,120,10000.0,72,84.0,34
6185,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,25,35.0,0,56.0,82
6186,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,56,64.0,79
6187,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,0,56.0,47
6188,0,1.0,0,1.0,5,15.0,1,10.0,1200,2400.0,20,30.0,120,120.0,64,72.0,30
6189,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,56,64.0,35
6190,0,1.0,1,12.0,1,5.0,0,1.0,2400,4000.0,30,45.0,120,84.0,72,84.0,17
6191,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,84,98.0,62
6192,0,1.0,1,12.0,1,5.0,20,20.0,4000,10000.0,45,80.0,55,75.0,72,84.0,52
6193,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,0,10.0,55,75.0,84,20.0,47
6194,0,1.0,1,12.0,1,5.0,1,10.0,1200,2400.0,20,30.0,120,20.0,84,20.0,47
6195,0,1.0,0,1.0,1,5.0,1,10.0,0,600.0,0,10.0,15,25.0,64,72.0,55
6196,0,1.0,0,1.0,0,1.0,1,10.0,0,600.0,0,10.0,75,120.0,72,84.0,46
6197,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,0,56.0,48
6198,0,1.0,0,1.0,0,1.0,1,10.0,1200,2400.0,30,45.0,120,20.0,56,64.0,59
6199,0,1.0,20,10000.0,1,5.0,0,1.0,10000,10000.0,140,10000.0,120,10000.0,84,10000.0,5
6200,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,55,75.0,72,84.0,77
6201,0,1.0,1,12.0,0,1.0,0,1.0,600,1200.0,0,10.0,35,45.0,84,140.0,63
6202,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,64,72.0,81
6203,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,45,55.0,0,56.0,82
6204,0,1.0,1,12.0,5,15.0,0,1.0,1200,2400.0,20,30.0,35,45.0,84,120.0,59
6205,0,1.0,0,1.0,1,5.0,0,1.0,600,1200.0,10,20.0,120,84.0,64,72.0,34
6206,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,64,72.0,46
6207,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,56,64.0,45
6208,0,1.0,20,20.0,15,20.0,20,20.0,10000,20.0,140,20.0,35,45.0,84,20.0,8
6209,0,1.0,1,12.0,5,15.0,0,1.0,1200,2400.0,10,20.0,25,35.0,72,84.0,48
6210,0,1.0,1,12.0,1,5.0,1,10.0,0,600.0,0,10.0,35,45.0,72,84.0,62
6211,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,10,20.0,15,25.0,56,64.0,35
6212,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,72,84.0,78
6213,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,84,20.0,47
6214,0,1.0,20,20.0,5,15.0,0,1.0,4000,10000.0,80,140.0,120,20.0,84,20.0,33
6215,0,1.0,1,12.0,5,15.0,1,10.0,2400,4000.0,45,80.0,55,75.0,64,72.0,55
6216,0,1.0,1,12.0,1,5.0,0,1.0,1200,2400.0,10,20.0,120,10000.0,84,10000.0,55
6217,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,55,75.0,64,72.0,76
6218,0,1.0,20,140.0,15,140.0,0,1.0,4000,10000.0,80,140.0,75,120.0,84,140.0,31
6219,0,1.0,0,1.0,1,5.0,0,1.0,4000,10000.0,45,80.0,25,35.0,64,72.0,19
6220,0,1.0,0,1.0,1,5.0,0,1.0,1200,2400.0,20,30.0,35,45.0,56,64.0,30
6221,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,55,75.0,72,84.0,73
6222,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,55,75.0,72,84.0,45
6223,0,1.0,20,98.0,15,98.0,0,1.0,4000,10000.0,45,80.0,25,35.0,72,84.0,41
6224,0,1.0,20,20.0,5,15.0,0,1.0,1200,2400.0,20,30.0,35,45.0,84,20.0,31
6225,0,1.0,12,20.0,1,5.0,0,1.0,1200,2400.0,10,20.0,35,45.0,84,20.0,55
6226,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,72,84.0,59
6227,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,120,15.0,0,56.0,69
6228,0,1.0,0,1.0,1,5.0,0,1.0,600,1200.0,10,20.0,35,45.0,64,72.0,34
6229,0,1.0,1,12.0,5,15.0,0,1.0,2400,4000.0,30,45.0,120,20.0,72,84.0,40
6230,0,1.0,0,1.0,1,5.0,1,10.0,0,600.0,0,10.0,55,75.0,72,84.0,68
6231,0,1.0,0,1.0,1,5.0,1,10.0,0,600.0,0,10.0,120,10000.0,56,64.0,40
6232,0,1.0,12,20.0,15,10000.0,20,10000.0,10000,10000.0,140,10000.0,55,75.0,56,64.0,10
6233,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,120,140.0,84,140.0,77
6234,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,10,20.0,75,120.0,72,84.0,51
6235,0,1.0,12,20.0,15,120.0,1,10.0,10000,120.0,140,120.0,120,120.0,56,64.0,10
6236,0,1.0,1,12.0,15,120.0,20,120.0,10000,120.0,140,120.0,120,120.0,64,72.0,10
6237,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,0,15.0,72,84.0,55
6238,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,72,84.0,48
6239,0,1.0,0,1.0,5,15.0,0,1.0,0,600.0,0,10.0,15,25.0,64,72.0,45
6240,0,1.0,0,1.0,1,5.0,1,10.0,4000,10000.0,140,20.0,55,75.0,56,64.0,61
6241,0,1.0,0,1.0,1,5.0,0,1.0,1200,2400.0,30,45.0,35,45.0,56,64.0,89
6242,0,1.0,1,12.0,5,15.0,1,10.0,600,1200.0,10,20.0,45,55.0,64,72.0,60
6243,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,25,35.0,56,64.0,38
6244,0,1.0,0,1.0,5,15.0,0,1.0,600,1200.0,10,20.0,25,35.0,64,72.0,74
6245,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,56,64.0,87
6246,0,1.0,0,1.0,5,15.0,0,1.0,600,1200.0,10,20.0,15,25.0,56,64.0,66
6247,0,1.0,1,12.0,1,5.0,1,10.0,1200,2400.0,10,20.0,120,10000.0,72,84.0,57
6248,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,64,72.0,83
6249,0,1.0,20,140.0,5,15.0,1,10.0,4000,10000.0,45,80.0,120,140.0,84,140.0,34
6250,0,1.0,1,12.0,15,140.0,0,1.0,1200,2400.0,30,45.0,15,25.0,56,64.0,63
6251,0,1.0,1,12.0,5,15.0,1,10.0,1200,2400.0,10,20.0,55,75.0,72,84.0,58
6252,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,64,72.0,42
6253,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,0,10.0,120,84.0,72,84.0,24
6254,0,1.0,1,12.0,5,15.0,0,1.0,1200,2400.0,20,30.0,75,120.0,72,84.0,55
6255,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,0,10.0,45,55.0,84,98.0,47
6256,0,1.0,1,12.0,1,5.0,0,1.0,1200,2400.0,10,20.0,45,55.0,56,64.0,63
6257,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,72,84.0,80
6258,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,20,30.0,35,45.0,0,56.0,49
6259,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,0,56.0,55
6260,0,1.0,1,12.0,1,5.0,0,1.0,1200,2400.0,45,80.0,120,15.0,64,72.0,38
6261,0,1.0,1,12.0,0,1.0,1,10.0,600,1200.0,10,20.0,75,120.0,72,84.0,23
6262,0,1.0,0,1.0,5,15.0,20,20.0,600,1200.0,0,10.0,25,35.0,0,56.0,34
6263,0,1.0,20,10000.0,15,10000.0,20,10000.0,4000,10000.0,45,80.0,75,120.0,84,10000.0,40
6264,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,15,25.0,0,56.0,48
6265,0,1.0,1,12.0,0,1.0,1,10.0,0,600.0,0,10.0,75,120.0,72,84.0,52
6266,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,75,120.0,72,84.0,44
6267,0,1.0,1,12.0,1,5.0,1,10.0,1200,2400.0,10,20.0,75,120.0,84,120.0,56
6268,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,15,25.0,0,56.0,92
6269,0,1.0,1,12.0,5,15.0,0,1.0,600,1200.0,10,20.0,0,15.0,64,72.0,51
6270,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,64,72.0,83
6271,0,1.0,1,12.0,15,98.0,20,98.0,10000,98.0,140,98.0,120,98.0,64,72.0,9
6272,0,1.0,1,12.0,15,20.0,0,1.0,4000,10000.0,80,140.0,15,25.0,64,72.0,40
6273,0,1.0,1,12.0,5,15.0,0,1.0,1200,2400.0,20,30.0,15,25.0,0,56.0,61
6274,0,1.0,0,1.0,5,15.0,0,1.0,1200,2400.0,20,30.0,25,35.0,0,56.0,31
6275,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,72,84.0,79
6276,0,1.0,0,1.0,5,15.0,1,10.0,4000,10000.0,45,80.0,120,15.0,72,84.0,58
6277,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,120,20.0,72,84.0,70
6278,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,35,45.0,0,56.0,49
6279,0,1.0,0,1.0,0,1.0,1,10.0,0,600.0,10,20.0,120,10000.0,0,56.0,75
6280,0,1.0,1,12.0,0,1.0,1,10.0,600,1200.0,0,10.0,120,10000.0,84,10000.0,22
6281,0,1.0,1,12.0,5,15.0,0,1.0,2400,4000.0,45,80.0,55,75.0,0,56.0,34
6282,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,0,56.0,49
6283,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,75,120.0,72,84.0,71
6284,0,1.0,0,1.0,0,1.0,1,10.0,0,600.0,0,10.0,75,120.0,84,120.0,78
6285,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,56,64.0,76
6286,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,55,75.0,84,84.0,57
6287,0,1.0,0,1.0,1,5.0,1,10.0,0,600.0,0,10.0,75,120.0,72,84.0,40
6288,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,72,84.0,83
6289,0,1.0,20,20.0,15,20.0,0,1.0,10000,20.0,140,20.0,35,45.0,84,20.0,14
6290,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,10,20.0,0,15.0,0,56.0,66
6291,0,1.0,0,1.0,1,5.0,0,1.0,0,600.0,0,10.0,120,15.0,64,72.0,67
6292,0,1.0,20,15.0,15,15.0,20,15.0,10000,15.0,140,15.0,35,45.0,72,84.0,11
6293,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,10,20.0,55,75.0,72,84.0,50
6294,0,1.0,0,1.0,15,20.0,0,1.0,4000,10000.0,80,140.0,35,45.0,56,64.0,44
6295,0,1.0,1,12.0,5,15.0,10,20.0,4000,10000.0,80,140.0,120,10000.0,72,84.0,43
6296,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,35,45.0,64,72.0,83
6297,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,72,84.0,55
6298,0,1.0,1,12.0,1,5.0,0,1.0,600,1200.0,10,20.0,75,120.0,84,140.0,22
6299,0,1.0,0,1.0,0,1.0,1,10.0,1200,2400.0,30,45.0,120,120.0,0,56.0,74
6300,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,84,120.0,81
6301,0,1.0,0,1.0,1,5.0,0,1.0,1200,2400.0,20,30.0,25,35.0,64,72.0,85
6302,0,1.0,1,12.0,5,15.0,0,1.0,1200,2400.0,30,45.0,15,25.0,64,72.0,62
6303,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,55,75.0,72,84.0,57
6304,0,1.0,0,1.0,5,15.0,0,1.0,600,1200.0,10,20.0,15,25.0,56,64.0,65
6305,0,1.0,1,12.0,15,20.0,0,1.0,600,1200.0,10,20.0,0,15.0,0,56.0,66
6306,0,1.0,12,20.0,5,15.0,0,1.0,4000,10000.0,45,80.0,75,120.0,72,84.0,44
6307,0,1.0,1,12.0,15,15.0,1,10.0,4000,10000.0,45,80.0,55,75.0,72,84.0,33
6308,0,1.0,0,1.0,0,1.0,1,10.0,600,1200.0,0,10.0,120,15.0,72,84.0,34
6309,0,1.0,1,12.0,1,5.0,1,10.0,1200,2400.0,20,30.0,120,20.0,72,84.0,40
6310,0,1.0,1,12.0,15,20.0,0,1.0,0,600.0,0,10.0,15,25.0,72,84.0,61
6311,0,1.0,12,20.0,15,10000.0,0,1.0,10000,10000.0,140,10000.0,55,75.0,72,84.0,12
6312,0,1.0,1,12.0,15,10000.0,0,1.0,2400,4000.0,45,80.0,35,45.0,56,64.0,53
6313,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,84,140.0,27
6314,0,1.0,1,12.0,1,5.0,0,1.0,1200,2400.0,10,20.0,120,140.0,84,140.0,56
6315,0,1.0,1,12.0,15,120.0,0,1.0,10000,120.0,140,120.0,55,75.0,56,64.0,20
6316,0,1.0,1,12.0,5,15.0,20,120.0,10000,120.0,140,120.0,55,75.0,72,84.0,11
6317,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,25,35.0,72,84.0,49
6318,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,120,84.0,84,84.0,27
6319,0,1.0,1,12.0,5,15.0,0,1.0,4000,10000.0,45,80.0,120,98.0,84,98.0,35
6320,0,1.0,0,1.0,0,1.0,1,10.0,0,600.0,0,10.0,75,120.0,0,56.0,47
6321,0,1.0,0,1.0,5,15.0,0,1.0,0,600.0,0,10.0,35,45.0,72,84.0,86
6322,0,1.0,0,1.0,0,1.0,1,10.0,0,600.0,0,10.0,15,25.0,64,72.0,48
6323,0,1.0,1,12.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,72,84.0,24
6324,0,1.0,1,12.0,1,5.0,0,1.0,0,600.0,0,10.0,25,35.0,84,15.0,63
6325,0,1.0,1,12.0,1,5.0,1,10.0,4000,10000.0,45,80.0,120,20.0,72,84.0,31
6326,0,1.0,0,1.0,0,1.0,0,1.0,0,600.0,0,10.0,55,75.0,72,84.0,48
